Diet,Source,Donor,CollectionMet1,Sex,Firmicutes,Bacteroidetes,diet source donor
LFPP,Feces,HMouseWestern,Contents,Male,0.517324546,0.451876875,LFPPFecesHMouseWestern
LFPP,Feces,HMouseWestern,Contents,Male,0.549729942,0.26594602,LFPPFecesHMouseWestern
LFPP,Feces,HMouseWestern,Contents,Male,0.683745755,0.284452355,LFPPFecesHMouseWestern
LFPP,Feces,HMouseWestern,Contents,Male,0.593952683,0.394168537,LFPPFecesHMouseWestern
LFPP,Feces,HMouseWestern,Contents,Male,0.55921987,0.395726952,LFPPFecesHMouseWestern
LFPP,Feces,HMouseWestern,Contents,Male,0.629975585,0.327764177,LFPPFecesHMouseWestern
LFPP,SI13,CONVR,Contents,Male,0.620370566,0.33531753,LFPPSI13CONVR
LFPP,SI13,CONVR,Contents,Male,0.80336086,0.159431953,LFPPSI13CONVR
LFPP,SI13,HMMouseLFPP,Contents,Male,0.664620956,0.093818565,LFPPSI13HMMouseLFPP
LFPP,SI13,HMMouseLFPP,Scraping,Male,0.896878153,0.01986762,LFPPSI13HMMouseLFPP
LFPP,SI15,CONVR,Scraping,Male,0.817038492,0.123499212,LFPPSI15CONVR
LFPP,SI15,CONVR,Contents,Male,0.744699838,0.18727922,LFPPSI15CONVR
LFPP,SI15,CONVR,Contents,Male,0.816594068,0.145414913,LFPPSI15CONVR
LFPP,SI15,HMMouseLFPP,Scraping,Male,0.85082891,0.034070049,LFPPSI15HMMouseLFPP
LFPP,SI15,HMMouseLFPP,Contents,Male,0.788306639,0.053091466,LFPPSI15HMMouseLFPP
LFPP,SI15,HMMouseLFPP,Scraping,Male,0.90764945,0.018656785,LFPPSI15HMMouseLFPP
LFPP,SI15,HMMouseLFPP,Contents,Male,0.855541909,0.028019994,LFPPSI15HMMouseLFPP
LFPP,SI1,CONVR,Contents,Male,0.511777498,0.327623193,LFPPSI1CONVR
LFPP,SI1,CONVR,Scraping,Male,0.782872765,0.129467365,LFPPSI1CONVR
LFPP,SI1,HMMouseLFPP,Scraping,Male,0.733446692,0.196944029,LFPPSI1HMMouseLFPP
LFPP,SI1,HMMouseLFPP,Contents,Male,0.7285947,0.136241318,LFPPSI1HMMouseLFPP
LFPP,SI1,HMMouseLFPP,Scraping,Male,0.782679906,0.183006597,LFPPSI1HMMouseLFPP
LFPP,SI1,HMMouseLFPP,Contents,Male,0.547311085,0.389991439,LFPPSI1HMMouseLFPP
LFPP,SI2,CONVR,Contents,Male,0.528095403,0.280952447,LFPPSI2CONVR
LFPP,SI2,CONVR,Scraping,Male,0.778782601,0.121157396,LFPPSI2CONVR
LFPP,SI2,CONVR,Contents,Male,0.801802007,0.133848205,LFPPSI2CONVR
LFPP,SI2,HMMouseLFPP,Scraping,Male,0.770235167,0.108790318,LFPPSI2HMMouseLFPP
LFPP,SI2,HMMouseLFPP,Contents,Male,0.75219801,0.111538534,LFPPSI2HMMouseLFPP
LFPP,SI2,HMMouseLFPP,Scraping,Male,0.892086537,0.070143957,LFPPSI2HMMouseLFPP
LFPP,SI2,HMMouseLFPP,Contents,Male,0.818717464,0.106021008,LFPPSI2HMMouseLFPP
LFPP,SI5,CONVR,Scraping,Male,0.487701626,0.447413128,LFPPSI5CONVR
LFPP,SI5,CONVR,Contents,Male,0.494016471,0.47151754,LFPPSI5CONVR
LFPP,SI5,CONVR,Contents,Male,0.454492937,0.334492822,LFPPSI5CONVR
LFPP,SI5,CONVR,Contents,Male,0.79804179,0.127907042,LFPPSI5CONVR
LFPP,SI5,HMMouseLFPP,Scraping,Male,0.865471045,0.05381173,LFPPSI5HMMouseLFPP
LFPP,SI5,HMMouseLFPP,Contents,Male,0.762013932,0.081617162,LFPPSI5HMMouseLFPP
LFPP,SI5,HMMouseLFPP,Scraping,Male,0.838835153,0.09708745,LFPPSI5HMMouseLFPP
LFPP,SI5,HMMouseLFPP,Contents,Male,0.813494169,0.09686754,LFPPSI5HMMouseLFPP
LFPP,SI9,CONVR,Scraping,Male,0.642760338,0.327601868,LFPPSI9CONVR
LFPP,SI9,CONVR,Contents,Male,0.631832029,0.309309378,LFPPSI9CONVR
LFPP,SI9,CONVR,Contents,Male,0.828436912,0.136742904,LFPPSI9CONVR
LFPP,SI9,HMMouseLFPP,Scraping,Male,0.750462282,0.053142396,LFPPSI9HMMouseLFPP
LFPP,SI9,HMMouseLFPP,Contents,Male,0.740492353,0.054437055,LFPPSI9HMMouseLFPP
LFPP,SI9,HMMouseLFPP,Scraping,Male,0.557682557,0.396275293,LFPPSI9HMMouseLFPP
Suckling,Feces,HMMouseLFPP,Contents,Male,0.260091585,0.000761683,SucklingFecesHMMouseLFPP
Suckling,Feces,HMMouseLFPP,Contents,Female,0.13115651,0.000535401,SucklingFecesHMMouseLFPP
Suckling,Feces,HMMouseLFPP,Contents,Female,0.268390467,0.000923431,SucklingFecesHMMouseLFPP
Suckling,Feces,HMMouseLFPP,Contents,Female,0.127955686,0.001738593,SucklingFecesHMMouseLFPP
Suckling,Feces,HMMouseLFPP,Contents,Female,0.503712592,0.030871503,SucklingFecesHMMouseLFPP
Suckling,Feces,HMMouseLFPP,Contents,Male,0.336738889,0.447544273,SucklingFecesHMMouseLFPP
Suckling,Feces,HMMouseLFPP,Contents,Male,0.355806897,0.003897183,SucklingFecesHMMouseLFPP
Suckling,Feces,HMMouseLFPP,Contents,Male,0.466456114,0.002458798,SucklingFecesHMMouseLFPP
Suckling,Feces,HMMouseLFPP,Contents,Male,0.476190659,0.000865872,SucklingFecesHMMouseLFPP
Western,Cecum1,CONVR,Contents,Male,0.792410906,0.035714356,WesternCecum1CONVR
Western,Cecum1,CONVR,Scraping,Male,0.703939189,0.094663344,WesternCecum1CONVR
Western,Cecum1,HMMouseLFPP,Scraping,Male,0.441358201,0.481922456,WesternCecum1HMMouseLFPP
Western,Cecum1,HMMouseLFPP,Contents,Male,0.354027694,0.579567846,WesternCecum1HMMouseLFPP
Western,Cecum1,HMMouseLFPP,Scraping,Male,0.505147764,0.446122244,WesternCecum1HMMouseLFPP
Western,Cecum1,HMMouseLFPP,Contents,Male,0.693333515,0.186666734,WesternCecum1HMMouseLFPP
Western,Cecum1,HMMouseLFPP,Scraping,Male,0.502161573,0.424351651,WesternCecum1HMMouseLFPP
Western,Cecum1,HMMouseLFPP,Scraping,Male,0.442590963,0.494602621,WesternCecum1HMMouseLFPP
Western,Cecum1,HMMouseLFPP,Contents,Male,0.431551694,0.486744967,WesternCecum1HMMouseLFPP
Western,Cecum1,HMMouseLFPP,Contents,Male,0.348195495,0.553715552,WesternCecum1HMMouseLFPP
Western,Cecum1,HMMouseLFPP,Scraping,Male,0.454784615,0.446372303,WesternCecum1HMMouseLFPP
Western,Cecum1,HMMouseLFPP,Contents,Male,0.492511256,0.387201943,WesternCecum1HMMouseLFPP
Western,Cecum2,CONVR,Scraping,Male,0.350798592,0.08532941,WesternCecum2CONVR
Western,Cecum2,CONVR,Contents,Male,0.729975907,0.04490298,WesternCecum2CONVR
Western,Cecum2,CONVR,Contents,Male,0.756487666,0.121177083,WesternCecum2CONVR
Western,Cecum2,CONVR,Contents,Male,0.664498661,0.07394735,WesternCecum2CONVR
Western,Cecum2,HMMouseLFPP,Contents,Male,0.387016424,0.538389581,WesternCecum2HMMouseLFPP
Western,Cecum2,HMMouseLFPP,Scraping,Male,0.498879954,0.435399622,WesternCecum2HMMouseLFPP
Western,Cecum2,HMMouseLFPP,Contents,Male,0.433351215,0.522039367,WesternCecum2HMMouseLFPP
Western,Cecum2,HMMouseLFPP,Scraping,Male,0.736120824,0.002741673,WesternCecum2HMMouseLFPP
Western,Cecum2,HMMouseLFPP,Scraping,Male,0.381569655,0.561555138,WesternCecum2HMMouseLFPP
Western,Cecum2,HMMouseLFPP,Contents,Male,0.434474983,0.488079834,WesternCecum2HMMouseLFPP
Western,Cecum2,HMMouseLFPP,Scraping,Male,0.437898274,0.521496879,WesternCecum2HMMouseLFPP
Western,Cecum2,HMMouseLFPP,Contents,Male,0.500185282,0.372824935,WesternCecum2HMMouseLFPP
Western,Cecum2,HMMouseLFPP,Scraping,Male,0.455840654,0.483380884,WesternCecum2HMMouseLFPP
Western,Cecum2,HMMouseLFPP,Contents,Male,0.473780388,0.416324725,WesternCecum2HMMouseLFPP
Western,Cecum,CONVD,Contents,Male,0.470588401,0.106027658,WesternCecumCONVD
Western,Cecum,CONVD,Contents,Male,0.31421858,0.097407769,WesternCecumCONVD
Western,Cecum,CONVR,Contents,Male,0.569822103,0.058106911,WesternCecumCONVR
Western,Cecum,CONVR,Contents,Male,0.552092082,0.082034526,WesternCecumCONVR
Western,Cecum,CONVR,Contents,Male,0.453947537,0.141447432,WesternCecumCONVR
Western,Cecum,CONVR,Contents,Male,0.586239581,0.13006604,WesternCecumCONVR
Western,Cecum,CONVR,Contents,Male,0.702233448,0.158809003,WesternCecumCONVR
Western,Cecum,CONVR,Contents,Male,0.603235212,0.187440603,WesternCecumCONVR
Western,Cecum,Fresh,Contents,Male,0.385121652,0.582489953,WesternCecumFresh
Western,Cecum,Fresh,Contents,Male,0.459392303,0.494270113,WesternCecumFresh
Western,Cecum,Fresh,Contents,Male,0.380275183,0.562826044,WesternCecumFresh
Western,Cecum,Fresh,Contents,Male,0.414292946,0.556974543,WesternCecumFresh
Western,Cecum,Fresh,Contents,Male,0.423094899,0.509007007,WesternCecumFresh
Western,Cecum,HMMouseLFPP,Contents,Male,0.525201058,0.416362366,WesternCecumHMMouseLFPP
Western,Cecum,HMMouseLFPP,Contents,Male,0.54893258,0.40569402,WesternCecumHMMouseLFPP
Western,Cecum,HMMouseLFPP,Contents,Male,0.543940973,0.404255385,WesternCecumHMMouseLFPP
Western,Cecum,HMouseWestern,Contents,Male,0.510852914,0.456589217,WesternCecumHMouseWestern
Western,Cecum,HMouseWestern,Contents,Male,0.560880009,0.399842959,WesternCecumHMouseWestern
Western,Colon,CONVR,Scraping,Male,0.734249903,0.184421608,WesternColonCONVR
Western,Colon,CONVR,Contents,Male,0.779206321,0.077131327,WesternColonCONVR
Western,Colon,CONVR,Contents,Male,0.798878042,0.056538694,WesternColonCONVR
Western,Colon,CONVR,Contents,Male,0.412142356,0.348346567,WesternColonCONVR
Western,Colon,CONVR,Scraping,Male,0.721749186,0.176604271,WesternColonCONVR
Western,Colon,CONVR,Scraping,Male,0.78707462,0.090882929,WesternColonCONVR
Western,Colon,HMMouseLFPP,Scraping,Male,0.51545669,0.421279717,WesternColonHMMouseLFPP
Western,Colon,HMMouseLFPP,Contents,Male,0.575757755,0.266347753,WesternColonHMMouseLFPP
Western,Colon,HMMouseLFPP,Scraping,Male,0.424446139,0.504365419,WesternColonHMMouseLFPP
Western,Colon,HMMouseLFPP,Contents,Male,0.44466718,0.492739177,WesternColonHMMouseLFPP
Western,Colon,HMMouseLFPP,Scraping,Male,0.695022793,0.251583772,WesternColonHMMouseLFPP
Western,Colon,HMMouseLFPP,Contents,Male,0.511099285,0.273957848,WesternColonHMMouseLFPP
Western,Colon,HMMouseLFPP,Scraping,Male,0.476458387,0.427969152,WesternColonHMMouseLFPP
Western,Colon,HMMouseLFPP,Contents,Male,0.379701366,0.415765132,WesternColonHMMouseLFPP
Western,Colon,HMMouseLFPP,Scraping,Male,0.393774884,0.52865619,WesternColonHMMouseLFPP
Western,Colon,HMMouseLFPP,Contents,Male,0.371471223,0.530460701,WesternColonHMMouseLFPP
Western,Colon,HMMouseLFPP,Scraping,Male,0.436729585,0.481505582,WesternColonHMMouseLFPP
Western,Colon,HMMouseLFPP,Contents,Male,0.377926601,0.545150566,WesternColonHMMouseLFPP
Western,Colon,HMMouseLFPP,Scraping,Male,0.459414873,0.480949816,WesternColonHMMouseLFPP
Western,Colon,HMMouseLFPP,Contents,Male,0.503327959,0.435940158,WesternColonHMMouseLFPP
Western,Colon,HMMouseLFPP,Scraping,Male,0.45550179,0.447411061,WesternColonHMMouseLFPP
Western,Colon,HMMouseLFPP,Contents,Male,0.402229181,0.47872348,WesternColonHMMouseLFPP
Western,Colon,HMMouseLFPP,Scraping,Male,0.740764521,0.182802612,WesternColonHMMouseLFPP
Western,Colon,HMMouseLFPP,Contents,Male,0.527979128,0.420013241,WesternColonHMMouseLFPP
Western,Feces,CONVR,Scraping,Male,0.606012106,0.071592538,WesternFecesCONVR
Western,Feces,Fresh,Contents,Male,0.353057374,0.616568107,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.62840038,0.343476326,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.712022532,0.26234862,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.665700691,0.307246449,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.300200309,0.641761235,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.124827293,0.229598968,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.740648583,0.236907807,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.686212538,0.275224576,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.754650749,0.221216755,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.714756481,0.258893362,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.649283614,0.327229358,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.852020129,0.129823033,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.479306442,0.493496307,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.697818203,0.279950663,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.729240453,0.240282748,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.696457474,0.28421906,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.287622977,0.662475507,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.510869776,0.430171354,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.538594391,0.40577841,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.678156315,0.269518336,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.700161427,0.286405233,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.73840633,0.24268355,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.629978805,0.321627484,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.298045771,0.666123837,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.582222374,0.37252531,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.707912618,0.279040464,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.704455937,0.275803794,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.541721154,0.365058727,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.22969744,0.746275889,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.535243954,0.42358374,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.594771405,0.371040783,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.656430121,0.320537496,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.681020908,0.282695437,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.717314663,0.259717379,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.62170361,0.332468724,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.304939351,0.666428131,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.628997259,0.335755878,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.628584605,0.337733336,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.684495092,0.28579154,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.18217756,0.771729668,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.680316616,0.29967434,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.650464162,0.326557732,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.610655913,0.346018801,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.641423523,0.342153343,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.737356006,0.243123408,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.600231011,0.341669933,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.346918161,0.6138564,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.585735566,0.385439823,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.669287887,0.312673523,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.670810718,0.304326272,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.502386002,0.432174572,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.246583327,0.715262023,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.533666004,0.446882855,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.649717715,0.322468565,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.772679493,0.210443103,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.626710653,0.354953549,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.762529991,0.215990511,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.617164665,0.360538557,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.508499473,0.477901971,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.511422062,0.453146903,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.660175472,0.305744958,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.674587954,0.280310442,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.380065002,0.594003304,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.564448026,0.391304412,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.568566536,0.403383863,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.772598257,0.215463401,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.597583291,0.37764358,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.634318025,0.34810132,WesternFecesFresh
Western,Feces,Fresh,Contents,Male,0.72682137,0.250551939,WesternFecesFresh
Western,Feces,Frozen,Contents,Male,0.486653755,0.400674423,WesternFecesFrozen
Western,Feces,Frozen,Contents,Male,0.644468139,0.287174136,WesternFecesFrozen
Western,Feces,Frozen,Contents,Male,0.644725154,0.259392914,WesternFecesFrozen
Western,Feces,Frozen,Contents,Male,0.598943257,0.325895557,WesternFecesFrozen
Western,Feces,Frozen,Contents,Male,0.588540251,0.279792811,WesternFecesFrozen
Western,Feces,Frozen,Contents,Male,0.52153291,0.40963045,WesternFecesFrozen
Western,Feces,Frozen,Contents,Male,0.671457419,0.242647134,WesternFecesFrozen
Western,Feces,Frozen,Contents,Male,0.692565692,0.234308414,WesternFecesFrozen
Western,Feces,Frozen,Contents,Male,0.621212296,0.277575823,WesternFecesFrozen
Western,Feces,Frozen,Contents,Male,0.694756082,0.192766799,WesternFecesFrozen
Western,Feces,Frozen,Contents,Male,0.739390111,0.189655242,WesternFecesFrozen
Western,Feces,Frozen,Contents,Male,0.681443183,0.204524682,WesternFecesFrozen
Western,Feces,Frozen,Contents,Male,0.61279701,0.144788986,WesternFecesFrozen
Western,Feces,Frozen,Contents,Male,0.82620614,0.127608689,WesternFecesFrozen
Western,Feces,HMMouseLFPP,Scraping,Male,0.787081511,0.161882043,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.664824326,0.155276456,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.652070237,0.281847199,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.643775109,0.30305722,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.645208306,0.26621497,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.37206169,0.363019968,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.54279979,0.338872177,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.45718159,0.423466018,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.528777158,0.248201504,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Female,0.502441877,0.279978372,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Female,0.436804097,0.416949232,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Female,0.463892037,0.45642126,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Female,0.550182196,0.327093156,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Female,0.487727445,0.257727329,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Female,0.550147701,0.327433705,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Female,0.457458735,0.365193432,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Female,0.57996343,0.262408162,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.503614625,0.413253064,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.507145406,0.391824588,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.597499012,0.301065372,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.609917528,0.282644689,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.452872056,0.421207722,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.488405315,0.381448253,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.473960997,0.385093227,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.593750164,0.230519547,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.424677365,0.274509867,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.609247685,0.312783381,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.562006675,0.324198855,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.85646797,0.093916187,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.694059031,0.242643038,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.784258369,0.178935502,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.697574342,0.261455606,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.587697158,0.357905489,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.63436773,0.3226731,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.81580372,0.145221643,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.670687148,0.269008984,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.66628786,0.281978465,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.626708893,0.310199852,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.591309058,0.360579486,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.648500184,0.256000069,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.892373649,0.064148322,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.826087166,0.139353473,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.767006967,0.11394564,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.670814064,0.265422563,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.646604259,0.281612432,WesternFecesHMMouseLFPP
Western,Feces,HMMouseLFPP,Contents,Male,0.839643848,0.136414327,WesternFecesHMMouseLFPP
Western,Feces,HMouseWestern,Contents,Male,0.854819486,0.114457905,WesternFecesHMouseWestern
Western,Feces,HMouseWestern,Contents,Male,0.760023102,0.204467428,WesternFecesHMouseWestern
Western,Feces,HMouseWestern,Contents,Male,0.671904908,0.288095291,WesternFecesHMouseWestern
Western,Feces,HMouseWestern,Contents,Male,0.735528006,0.236662954,WesternFecesHMouseWestern
Western,Feces,HMouseWestern,Contents,Male,0.939970891,0.041727739,WesternFecesHMouseWestern
Western,Feces,HMouseWestern,Contents,Male,0.783397671,0.136888477,WesternFecesHMouseWestern
Western,Feces,HMouseWestern,Contents,Male,0.725101797,0.236280552,WesternFecesHMouseWestern
Western,Feces,HMouseWestern,Contents,Male,0.825186175,0.146121224,WesternFecesHMouseWestern
Western,Feces,HMouseWestern,Contents,Male,0.861660266,0.124788322,WesternFecesHMouseWestern
Western,Feces,HMouseWestern,Contents,Male,0.628715534,0.288665046,WesternFecesHMouseWestern
Western,Feces,HMouseWestern,Contents,Male,0.787929322,0.104097523,WesternFecesHMouseWestern
Western,Feces,HMouseWestern,Contents,Male,0.780410936,0.171142779,WesternFecesHMouseWestern
Western,Feces,HMouseWestern,Contents,Male,0.840119924,0.128742578,WesternFecesHMouseWestern
Western,Feces,HMouseWestern,Contents,Male,0.790972817,0.182160205,WesternFecesHMouseWestern
Western,Feces,HMouseWestern,Contents,Male,0.837078827,0.143960739,WesternFecesHMouseWestern
Western,SI13,CONVR,Contents,Male,0.735632377,0.002189451,WesternSI13CONVR
Western,SI13,HMMouseLFPP,Scraping,Male,0.601761448,0.054794591,WesternSI13HMMouseLFPP
Western,SI13,HMMouseLFPP,Contents,Male,0.419637468,0.089430964,WesternSI13HMMouseLFPP
Western,SI13,HMMouseLFPP,Scraping,Male,0.531609372,0.295019217,WesternSI13HMMouseLFPP
Western,SI13,HMMouseLFPP,Contents,Male,0.673992865,0.176740003,WesternSI13HMMouseLFPP
Western,SI13,HMMouseLFPP,Scraping,Male,0.717254021,0.048780554,WesternSI13HMMouseLFPP
Western,SI13,HMMouseLFPP,Contents,Male,0.554600796,0.315470239,WesternSI13HMMouseLFPP
Western,SI13,HMMouseLFPP,Scraping,Male,0.856678779,0.053948721,WesternSI13HMMouseLFPP
Western,SI13,HMMouseLFPP,Contents,Male,0.888249046,0.050115279,WesternSI13HMMouseLFPP
Western,SI13,HMMouseLFPP,Scraping,Male,0.792706527,0.076135705,WesternSI13HMMouseLFPP
Western,SI13,HMMouseLFPP,Contents,Male,0.741886605,0.063894593,WesternSI13HMMouseLFPP
Western,SI15,CONVR,Contents,Male,0.476013224,0.194690335,WesternSI15CONVR
Western,SI15,HMMouseLFPP,Scraping,Male,0.658365941,0.051361937,WesternSI15HMMouseLFPP
Western,SI15,HMMouseLFPP,Contents,Male,0.588921476,0.330174996,WesternSI15HMMouseLFPP
Western,SI15,HMMouseLFPP,Scraping,Male,0.646697576,0.185867961,WesternSI15HMMouseLFPP
Western,SI15,HMMouseLFPP,Contents,Male,0.666843978,0.156216859,WesternSI15HMMouseLFPP
Western,SI15,HMMouseLFPP,Scraping,Male,0.851999053,0.066912456,WesternSI15HMMouseLFPP
Western,SI15,HMMouseLFPP,Contents,Male,0.843888256,0.103092851,WesternSI15HMMouseLFPP
Western,SI15,HMMouseLFPP,Scraping,Male,0.758163444,0.069898025,WesternSI15HMMouseLFPP
Western,SI15,HMMouseLFPP,Contents,Male,0.80812343,0.047619114,WesternSI15HMMouseLFPP
Western,SI1,HMMouseLFPP,Scraping,Male,0.664788919,0.234507104,WesternSI1HMMouseLFPP
Western,SI1,HMMouseLFPP,Scraping,Male,0.739853818,0.179640789,WesternSI1HMMouseLFPP
Western,SI1,HMMouseLFPP,Contents,Male,0.527249329,0.384948167,WesternSI1HMMouseLFPP
Western,SI1,HMMouseLFPP,Contents,Male,0.442359467,0.489084723,WesternSI1HMMouseLFPP
